dataset,n,method,construction,capacity,seed,partition_size,merge_seed,q,value,oracle_value,value_error,target_index,tie_lower_index,tie_upper_index,rank_error,retained,retained_fraction
normal,20000,kll,sequential,128,29,,,0.5,0.0089001190676139385,-0.0057934692610270306,0.014693588328640969,9999,10108,10108,0.005450272513625681,163,0.0081499999999999993
normal,20000,kll,sequential,128,29,,,0.75,0.68657542615622236,0.66396027043969696,0.022615155716525392,14999,15154,15154,0.0077503875193759685,163,0.0081499999999999993
normal,20000,kll,sequential,128,29,,,0.90000000000000002,1.346576560510004,1.2605493334517524,0.08602722705825161,17999,18247,18247,0.01240062003100155,163,0.0081499999999999993
normal,20000,kll,sequential,128,29,,,0.98999999999999999,2.4798069818122306,2.3085331684105435,0.17127381340168712,19799,19862,19862,0.0031501575078753939,163,0.0081499999999999993
normal,20000,kll,balanced_merge,128,29,257,20260841,0.01,-2.4951713346782478,-2.3706471596639775,0.12452417501427027,199,139,139,0.0030001500075003749,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.10000000000000001,-1.2833577790654098,-1.2913587514538585,0.0080009723884486572,1999,2020,2020,0.0010500525026251313,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.25,-0.69230934822561152,-0.68207070925987068,0.010238638965740843,4999,4929,4929,0.0035001750087504373,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.5,-0.0015823836307741561,-0.0057934692610270306,0.004211085630252874,9999,10033,10033,0.0017000850042502124,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.75,0.67767781740993904,0.66396027043969696,0.013717546970242078,14999,15093,15093,0.0047002350117505871,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.90000000000000002,1.2276356886101274,1.2605493334517524,0.032913644841624956,17999,17878,17878,0.0060503025151257559,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,29,257,20260841,0.98999999999999999,2.2254552690484188,2.3085331684105435,0.083077899362124619,19799,19739,19739,0.0030001500075003749,100,0.0050000000000000001
normal,20000,kll,sequential,128,47,,,0.01,-2.594105480372519,-2.3706471596639775,0.22345832070854144,199,104,104,0.004750237511875594,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.10000000000000001,-1.3021811368473744,-1.2913587514538585,0.010822385393515876,1999,1966,1966,0.0016500825041252062,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.25,-0.69894748979528032,-0.68207070925987068,0.016876780535409641,4999,4885,4885,0.0057002850142507128,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.5,0.0066047637427498552,-0.0057934692610270306,0.012398233003776887,9999,10091,10091,0.0046002300115005751,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.75,0.67286252098811794,0.66396027043969696,0.0089022505484209757,14999,15050,15050,0.002550127506375319,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.90000000000000002,1.2390920859550816,1.2605493334517524,0.021457247496670773,17999,17916,17916,0.0041502075103755191,163,0.0081499999999999993
normal,20000,kll,sequential,128,47,,,0.98999999999999999,2.2264269111452646,2.3085331684105435,0.08210625726527887,19799,19741,19741,0.0029001450072503624,163,0.0081499999999999993
normal,20000,kll,balanced_merge,128,47,257,20260859,0.01,-2.4665711633126097,-2.3706471596639775,0.095924003648632183,199,149,149,0.0025001250062503125,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.10000000000000001,-1.3011472581025667,-1.2913587514538585,0.0097885066487082284,1999,1969,1969,0.0015000750037501875,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.25,-0.67975246903301334,-0.68207070925987068,0.0023182402268573377,4999,5018,5018,0.00095004750237511881,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.5,-0.020674640509438194,-0.0057934692610270306,0.014881171248411163,9999,9875,9875,0.0062003100155007748,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.75,0.65430505477687684,0.66396027043969696,0.0096552156628201269,14999,14935,14935,0.0032001600080003999,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.90000000000000002,1.3017384051710019,1.2605493334517524,0.04118907171924957,17999,18117,18117,0.0059002950147507378,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,47,257,20260859,0.98999999999999999,2.5681710137648177,2.3085331684105435,0.25963784535427425,19799,19889,19889,0.0045002250112505622,100,0.0050000000000000001
normal,20000,kll,sequential,128,83,,,0.01,-2.4582591614822906,-2.3706471596639775,0.087612001818313079,199,152,152,0.0023501175058752936,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.10000000000000001,-1.3122426202422588,-1.2913587514538585,0.020883868788400317,1999,1931,1931,0.0034001700085004249,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.25,-0.72461418272926004,-0.68207070925987068,0.042543473469389359,4999,4718,4718,0.014050702535126757,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.5,-0.020128916459902096,-0.0057934692610270306,0.014335447198875065,9999,9883,9883,0.0058002900145007249,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.75,0.63814473522227988,0.66396027043969696,0.025815535217417085,14999,14830,14830,0.0084504225211260563,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.90000000000000002,1.1775921827457643,1.2605493334517524,0.082957150705988081,17999,17688,17688,0.015550777538876943,163,0.0081499999999999993
normal,20000,kll,sequential,128,83,,,0.98999999999999999,2.2265367783573788,2.3085331684105435,0.081996390053164614,19799,19742,19742,0.0028501425071253564,163,0.0081499999999999993
normal,20000,kll,balanced_merge,128,83,257,20260895,0.01,-2.3840538978639367,-2.3706471596639775,0.013406738199959189,199,189,189,0.00050002500125006252,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.10000000000000001,-1.3232576421992637,-1.2913587514538585,0.031898890745405195,1999,1896,1896,0.005150257512875644,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.25,-0.69554123174588667,-0.68207070925987068,0.01347052248601599,4999,4909,4909,0.0045002250112505622,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.5,-0.0017354023746282497,-0.0057934692610270306,0.0040580668863987807,9999,10032,10032,0.0016500825041252062,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.75,0.66986044261929911,0.66396027043969696,0.0059001721796021478,14999,15031,15031,0.0016000800040001999,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.90000000000000002,1.2457756848879256,1.2605493334517524,0.014773648563826791,17999,17946,17946,0.0026501325066253315,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,83,257,20260895,0.98999999999999999,2.1789793929464385,2.3085331684105435,0.12955377546410496,19799,19708,19708,0.0045502275113755691,100,0.0050000000000000001
normal,20000,kll,sequential,128,101,,,0.01,-2.9451910501103749,-2.3706471596639775,0.57454389044639731,199,39,39,0.0080004000200010004,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.10000000000000001,-1.3422596021050164,-1.2913587514538585,0.050900850651157903,1999,1838,1838,0.0080504025201260064,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.25,-0.69325862055570653,-0.68207070925987068,0.011187911295835851,4999,4924,4924,0.0037501875093754688,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.5,-0.043839905427221222,-0.0057934692610270306,0.038046436166194193,9999,9688,9688,0.015550777538876943,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.75,0.64514786405304436,0.66396027043969696,0.018812406386652603,14999,14877,14877,0.0061003050152507628,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.90000000000000002,1.201838380142541,1.2605493334517524,0.058710953309211389,17999,17783,17783,0.01080054002700135,163,0.0081499999999999993
normal,20000,kll,sequential,128,101,,,0.98999999999999999,2.1936598762485042,2.3085331684105435,0.11487329216203923,19799,19717,19717,0.0041002050102505122,163,0.0081499999999999993
normal,20000,kll,balanced_merge,128,101,257,20260913,0.01,-2.3654876733946315,-2.3706471596639775,0.0051594862693460364,199,203,203,0.00020001000050002499,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.10000000000000001,-1.2963813802695845,-1.2913587514538585,0.0050226288157260157,1999,1982,1982,0.00085004250212510621,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.25,-0.6811394215259462,-0.68207070925987068,0.00093128773392447961,4999,5006,5006,0.00035001750087504374,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.5,-0.0050395351876065583,-0.0057934692610270306,0.00075393407342047233,9999,10007,10007,0.00040002000100004999,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.75,0.67655451199123329,0.66396027043969696,0.012594241551536323,14999,15079,15079,0.0040002000100005002,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.90000000000000002,1.2359656541212751,1.2605493334517524,0.024583679330477226,17999,17904,17904,0.004750237511875594,100,0.0050000000000000001
normal,20000,kll,balanced_merge,128,101,257,20260913,0.98999999999999999,2.2526556331773437,2.3085331684105435,0.055877535233199715,19799,19755,19755,0.0022001100055002751,100,0.0050000000000000001
heavy_tail,20000,exact_median,exact,,,,,,-1.0020710058740416,-1.0020710058740416,0,,,,,20000,1
heavy_tail,20000,kll,sequential,32,11,,,0.01,-26.022183569637807,-13.164012854605495,12.858170715032312,199,73,73,0.0063003150157507877,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.10000000000000001,-3.6300208731001469,-2.9008135571619906,0.72920731593815624,1999,1431,1431,0.02840142007100355,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.25,-1.6476542635774241,-1.583535778691336,0.064118484886088067,4999,4736,4736,0.013150657532876643,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.5,-1.0364759611120733,-1.0020776007814378,0.03439836033063548,9999,9528,9528,0.023551177558877943,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.75,1.5407614636475708,1.5738050763580405,0.033043612710469628,14999,14837,14837,0.0081004050202510124,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.90000000000000002,2.8267892733143367,2.875138721444507,0.048349448130170281,17999,17936,17936,0.0031501575078753939,35,0.00175
heavy_tail,20000,kll,sequential,32,11,,,0.98999999999999999,4.2782574600394554,13.813202967028108,9.5349455069886524,19799,18873,18873,0.046302315115755791,35,0.00175
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.01,-7.5300262047867745,-13.164012854605495,5.6339866498187208,199,466,466,0.013350667533376669,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.10000000000000001,-2.6419415210734751,-2.9008135571619906,0.2588720360885155,1999,2347,2347,0.017400870043502176,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.25,-1.6325581703190437,-1.583535778691336,0.049022391627707718,4999,4798,4798,0.010050502525126256,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.5,-1.0001907650602782,-1.0020776007814378,0.0018868357211596631,9999,10030,10030,0.0015500775038751937,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.75,1.583242626103925,1.5738050763580405,0.0094375497458845103,14999,15055,15055,0.00280014000700035,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.90000000000000002,3.1172262381898994,2.875138721444507,0.24208751674539242,17999,18225,18225,0.011300565028251412,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,11,257,20260823,0.98999999999999999,10.750071595885561,13.813202967028108,3.0631313711425463,19799,19705,19705,0.0047002350117505871,68,0.0033999999999999998
heavy_tail,20000,kll,sequential,32,29,,,0.01,-5.0100116585189918,-13.164012854605495,8.1540011960865044,199,841,841,0.03210160508025401,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.10000000000000001,-3.0574099256246723,-2.9008135571619906,0.15659636846268166,1999,1862,1862,0.0068503425171258566,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.25,-1.5660730822297035,-1.583535778691336,0.017462696461632454,4999,5089,5089,0.0045002250112505622,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.5,-1.0061822893545691,-1.0020776007814378,0.0041046885731312877,9999,9935,9935,0.0032001600080003999,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.75,1.6606299140185339,1.5738050763580405,0.086824837660493426,14999,15416,15416,0.020851042552127608,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.90000000000000002,4.893155204169731,2.875138721444507,2.018016482725224,17999,19070,19070,0.053552677633881697,35,0.00175
heavy_tail,20000,kll,sequential,32,29,,,0.98999999999999999,19.705016802478415,13.813202967028108,5.8918138354503071,19799,19883,19883,0.0042002100105005252,35,0.00175
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.01,-13.249677586612277,-13.164012854605495,0.085664732006781819,199,197,197,0.0001000050002500125,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.10000000000000001,-2.9738496620055153,-2.9008135571619906,0.07303610484352463,1999,1934,1934,0.0032501625081254064,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.25,-1.6127080502173821,-1.583535778691336,0.029172271526046067,4999,4880,4880,0.0059502975148757438,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.5,-1.0435313964037767,-1.0020776007814378,0.041453795622338863,9999,9426,9426,0.028651432571628582,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.75,1.5652543596818824,1.5738050763580405,0.0085507166761580322,14999,14958,14958,0.0020501025051252561,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.90000000000000002,2.8245477527819607,2.875138721444507,0.05059096866254631,17999,17928,17928,0.0035501775088754438,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,29,257,20260841,0.98999999999999999,6.5907558559545372,13.813202967028108,7.2224471110735706,19799,19401,19401,0.019900995049752488,68,0.0033999999999999998
heavy_tail,20000,kll,sequential,32,47,,,0.01,-16.480152363857876,-13.164012854605495,3.3161395092523804,199,143,143,0.00280014000700035,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.10000000000000001,-3.6674315368335324,-2.9008135571619906,0.76661797967154177,1999,1414,1414,0.029251462573128658,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.25,-1.4864255189658391,-1.583535778691336,0.097110259725496917,4999,5489,5489,0.024501225061253063,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.5,-1.0133824193185568,-1.0020776007814378,0.011304818537118955,9999,9826,9826,0.0086504325216260804,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.75,1.5461474338636323,1.5738050763580405,0.027657642494408163,14999,14871,14871,0.0064003200160007998,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.90000000000000002,4.0499578671969036,2.875138721444507,1.1748191457523967,17999,18778,18778,0.038951947597379868,35,0.00175
heavy_tail,20000,kll,sequential,32,47,,,0.98999999999999999,18.044113477199659,13.813202967028108,4.230910510171551,19799,19864,19864,0.0032501625081254064,35,0.00175
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.01,-31.022578333054348,-13.164012854605495,17.858565478448853,199,59,59,0.0070003500175008747,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.10000000000000001,-3.5204957694247465,-2.9008135571619906,0.61968221226275588,1999,1493,1493,0.025301265063253163,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.25,-1.5751948434200918,-1.583535778691336,0.0083409352712442431,4999,5046,5046,0.0023501175058752936,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.5,-1.0111836121408806,-1.0020776007814378,0.0091060113594427783,9999,9858,9858,0.0070503525176258816,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.75,1.5406572675061634,1.5738050763580405,0.03314780885187707,14999,14834,14834,0.0082504125206260305,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.90000000000000002,2.701223008773268,2.875138721444507,0.17391571267123895,17999,17773,17773,0.011300565028251412,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,47,257,20260859,0.98999999999999999,7.1606736827305761,13.813202967028108,6.6525292842975317,19799,19468,19468,0.016550827541377069,68,0.0033999999999999998
heavy_tail,20000,kll,sequential,32,83,,,0.01,-6.8633306518919053,-13.164012854605495,6.30068220271359,199,534,534,0.016750837541877093,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.10000000000000001,-2.545681858487824,-2.9008135571619906,0.35513169867416661,1999,2488,2488,0.024451222561128055,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.25,-1.5148305383296217,-1.583535778691336,0.068705240361714326,4999,5332,5332,0.016650832541627081,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.5,-1.0298523378400757,-1.0020776007814378,0.027774737058637866,9999,9618,9618,0.01905095254762738,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.75,1.7006037261044233,1.5738050763580405,0.12679864974638289,14999,15567,15567,0.02840142007100355,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.90000000000000002,4.7748519262811238,2.875138721444507,1.8997132048366168,17999,19035,19035,0.051802590129506478,35,0.00175
heavy_tail,20000,kll,sequential,32,83,,,0.98999999999999999,68.694665703150505,13.813202967028108,54.881462736122401,19799,19978,19978,0.0089504475223761183,35,0.00175
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.01,-14.079614079601907,-13.164012854605495,0.91560122499641139,199,180,180,0.00095004750237511881,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.10000000000000001,-3.7210831779672064,-2.9008135571619906,0.82026962080521582,1999,1383,1383,0.03080154007700385,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.25,-1.6870711796719191,-1.583535778691336,0.10353540098058311,4999,4586,4586,0.02065103255162758,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.5,-1.0243259671369078,-1.0020776007814378,0.022248366355470006,9999,9690,9690,0.015450772538626931,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.75,1.5230780890336137,1.5738050763580405,0.050726987324426709,14999,14743,14743,0.0128006400320016,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.90000000000000002,2.8452468027156157,2.875138721444507,0.029891918728891298,17999,17960,17960,0.0019500975048752439,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,83,257,20260895,0.98999999999999999,5.2147615598902224,13.813202967028108,8.5984414071378854,19799,19166,19166,0.031651582579128958,68,0.0033999999999999998
heavy_tail,20000,kll,sequential,32,101,,,0.01,-26.80109662858731,-13.164012854605495,13.637083773981814,199,69,69,0.0065003250162508127,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.10000000000000001,-4.3820816208929081,-2.9008135571619906,1.4812680637309175,1999,1078,1078,0.046052302615130755,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.25,-1.7191168293470525,-1.583535778691336,0.13558105065571646,4999,4463,4463,0.026801340067003351,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.5,-1.0804794726530396,-1.0020776007814378,0.078401871871601747,9999,8897,8897,0.055102755137756886,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.75,1.4922615703960751,1.5738050763580405,0.081543505961965357,14999,14559,14559,0.022001100055002751,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.90000000000000002,2.7089491385001114,2.875138721444507,0.16618958294439556,17999,17785,17785,0.010700535026751338,35,0.00175
heavy_tail,20000,kll,sequential,32,101,,,0.98999999999999999,4.2943647139043915,13.813202967028108,9.5188382531237163,19799,18878,18878,0.046052302615130755,35,0.00175
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.01,-23.822878089867746,-13.164012854605495,10.658865235262251,199,83,83,0.0058002900145007249,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.10000000000000001,-2.8531153763508406,-2.9008135571619906,0.04769818081115007,1999,2063,2063,0.0032001600080003999,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.25,-1.6558694124922857,-1.583535778691336,0.072333633800949704,4999,4706,4706,0.014650732536626831,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.5,-1.0374461557693475,-1.0020776007814378,0.035368554987909695,9999,9513,9513,0.024301215060753039,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.75,1.5390944760491108,1.5738050763580405,0.034710600308929696,14999,14825,14825,0.0087004350217510882,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.90000000000000002,2.7757755954280108,2.875138721444507,0.099363126016496217,17999,17872,17872,0.0063503175158757938,68,0.0033999999999999998
heavy_tail,20000,kll,balanced_merge,32,101,257,20260913,0.98999999999999999,8.213922989782958,13.813202967028108,5.5992799772451498,19799,19562,19562,0.011850592529626482,68,0.0033999999999999998
heavy_tail,20000,kll,sequential,64,11,,,0.01,-12.309031535386708,-13.164012854605495,0.85498131921878695,199,222,222,0.0011500575028751438,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.10000000000000001,-3.225692208865528,-2.9008135571619906,0.32487865170353736,1999,1712,1712,0.014350717535876793,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.25,-1.6413403130263409,-1.583535778691336,0.057804534335004876,4999,4760,4760,0.011950597529876494,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.5,-1.0084050185597562,-1.0020776007814378,0.0063274177783183561,9999,9897,9897,0.0051002550127506379,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.75,1.5079674162933181,1.5738050763580405,0.065837660064722359,14999,14637,14637,0.018100905045252264,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.90000000000000002,2.7960977067962087,2.875138721444507,0.079041014648298269,17999,17894,17894,0.005250262513125656,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,11,,,0.98999999999999999,10.69084582003673,13.813202967028108,3.1223571469913782,19799,19702,19702,0.0048502425121256061,125,0.0062500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.01,-10.412095288835351,-13.164012854605495,2.7519175657701442,199,301,301,0.0051002550127506379,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.10000000000000001,-2.8933321901920728,-2.9008135571619906,0.0074813669699178575,1999,2010,2010,0.00055002750137506877,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.25,-1.5794831552781279,-1.583535778691336,0.0040526234132081118,4999,5023,5023,0.00120006000300015,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.5,1.0112261481326388,-1.0020776007814378,2.0133037489140766,9999,10203,10203,0.010200510025501276,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.75,1.6230933394623508,1.5738050763580405,0.049288263104310337,14999,15248,15248,0.012450622531126556,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.90000000000000002,3.0655036698661724,2.875138721444507,0.1903649484216654,17999,18187,18187,0.0094004700235011743,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,11,257,20260823,0.98999999999999999,29.886096395867156,13.813202967028108,16.072893428839048,19799,19930,19930,0.0065503275163758187,105,0.0052500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.01,-10.50605878336278,-13.164012854605495,2.657954071242715,199,294,294,0.004750237511875594,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.10000000000000001,-2.7719182716052546,-2.9008135571619906,0.12889528555673602,1999,2171,2171,0.0086004300215010744,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.25,-1.5616562110539132,-1.583535778691336,0.021879567637422825,4999,5108,5108,0.005450272513625681,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.5,1.0018662384685697,-1.0020776007814378,2.0039438392500077,9999,10062,10062,0.0031501575078753939,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.75,1.5461474338636323,1.5738050763580405,0.027657642494408163,14999,14871,14871,0.0064003200160007998,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.90000000000000002,3.0096694588774184,2.875138721444507,0.13453073743291144,17999,18128,18128,0.0064503225161258067,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,29,,,0.98999999999999999,34.942071375163195,13.813202967028108,21.128868408135087,19799,19942,19942,0.0071503575178758936,125,0.0062500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.01,-16.259976848285874,-13.164012854605495,3.0959639936803782,199,145,145,0.0027001350067503375,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.10000000000000001,-2.8126331232982977,-2.9008135571619906,0.088180433863692897,1999,2113,2113,0.0057002850142507128,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.25,-1.6219806142133133,-1.583535778691336,0.038444835521977305,4999,4840,4840,0.0079503975198759944,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.5,-1.0069209894293041,-1.0020776007814378,0.0048433886478662647,9999,9926,9926,0.0036501825091254563,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.75,1.5756678280210079,1.5738050763580405,0.0018627516629674545,14999,15012,15012,0.00065003250162508125,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.90000000000000002,2.898875265245155,2.875138721444507,0.023736543800648047,17999,18031,18031,0.0016000800040001999,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,29,257,20260841,0.98999999999999999,14.644562935539456,13.813202967028108,0.83135996851134841,19799,19827,19827,0.001400070003500175,105,0.0052500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.01,-31.244942219475387,-13.164012854605495,18.080929364869892,199,58,58,0.0070503525176258816,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.10000000000000001,-2.6860817432680673,-2.9008135571619906,0.21473181389392337,1999,2287,2287,0.014400720036001799,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.25,-1.5337357071238205,-1.583535778691336,0.049800071567515536,4999,5226,5226,0.01135056752837642,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.5,-1.0074179547608044,-1.0020776007814378,0.0053403539793666077,9999,9918,9918,0.0040502025101255062,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.75,1.6422484072892845,1.5738050763580405,0.068443330931243995,14999,15335,15335,0.016800840042002101,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,47,,,0.90000000000000002,3.389704777912752,2.875138721444507,0.51456605646824505,17999,18428,18428,0.02145107255362768,125,0.0062500000000000003
